Year,Month,Day,Days_to_expire,Source,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2007,10,17,146,CFE_V07_VX.csv,05/24/2007,V (Oct 07),14.89,15.11,14.89,15.1,15.08,0.3,107.0,0.0,1134.0
2007,10,17,145,CFE_V07_VX.csv,05/25/2007,V (Oct 07),15.07,15.07,14.98,14.98,15.01,-0.07,2.0,0.0,1035.0
2007,10,17,141,CFE_V07_VX.csv,05/29/2007,V (Oct 07),15.15,15.15,15.05,15.05,14.93,-0.08,12.0,0.0,1047.0
2007,10,17,140,CFE_V07_VX.csv,05/30/2007,V (Oct 07),15.03,15.03,14.83,14.83,14.85,-0.08,16.0,0.0,1063.0
2007,10,17,139,CFE_V07_VX.csv,05/31/2007,V (Oct 07),14.8,14.81,14.8,14.81,14.8,-0.05,60.0,0.0,1120.0
2007,10,17,138,CFE_V07_VX.csv,06/01/2007,V (Oct 07),14.9,14.96,14.9,14.96,14.96,0.16,15.0,0.0,1135.0
2007,10,17,135,CFE_V07_VX.csv,06/04/2007,V (Oct 07),15.05,15.07,15.05,15.07,15.04,0.08,63.0,0.0,1198.0
2007,10,17,134,CFE_V07_VX.csv,06/05/2007,V (Oct 07),15.11,15.22,15.07,15.07,15.09,0.05,176.0,0.0,1282.0
2007,10,17,133,CFE_V07_VX.csv,06/06/2007,V (Oct 07),15.19,15.29,15.16,15.16,15.18,0.09,149.0,0.0,1408.0
2007,10,17,132,CFE_V07_VX.csv,06/07/2007,V (Oct 07),15.24,15.65,15.23,15.62,15.58,0.4,80.0,0.0,1456.0
2007,10,17,131,CFE_V07_VX.csv,06/08/2007,V (Oct 07),15.58,15.7,15.47,15.47,15.54,-0.04,57.0,0.0,1485.0
2007,10,17,128,CFE_V07_VX.csv,06/11/2007,V (Oct 07),15.46,15.46,15.37,15.37,15.34,-0.2,73.0,0.0,1586.0
2007,10,17,127,CFE_V07_VX.csv,06/12/2007,V (Oct 07),15.52,15.61,15.45,15.6,15.53,0.19,48.0,0.0,1564.0
2007,10,17,126,CFE_V07_VX.csv,06/13/2007,V (Oct 07),15.31,15.34,15.3,15.34,15.36,-0.17,54.0,0.0,1614.0
2007,10,17,125,CFE_V07_VX.csv,06/14/2007,V (Oct 07),15.29,15.29,15.06,15.06,15.1,-0.26,5.0,0.0,1615.0
2007,10,17,124,CFE_V07_VX.csv,06/15/2007,V (Oct 07),14.97,15.05,14.91,15.05,15.0,-0.1,50.0,0.0,1616.0
2007,10,17,121,CFE_V07_VX.csv,06/18/2007,V (Oct 07),0.0,0.0,0.0,0.0,15.02,0.02,0.0,0.0,1616.0
2007,10,17,120,CFE_V07_VX.csv,06/19/2007,V (Oct 07),15.14,15.14,14.99,14.99,14.91,-0.11,6.0,0.0,1616.0
2007,10,17,119,CFE_V07_VX.csv,06/20/2007,V (Oct 07),14.85,15.34,14.85,15.34,15.35,0.44,18.0,0.0,1616.0
2007,10,17,118,CFE_V07_VX.csv,06/21/2007,V (Oct 07),15.41,15.61,15.41,15.57,15.57,0.22,81.0,0.0,1695.0
2007,10,17,117,CFE_V07_VX.csv,06/22/2007,V (Oct 07),15.74,15.95,15.74,15.9,15.84,0.27,117.0,0.0,1808.0
2007,10,17,114,CFE_V07_VX.csv,06/25/2007,V (Oct 07),15.98,16.1,15.87,16.05,16.07,0.23,70.0,0.0,1837.0
2007,10,17,113,CFE_V07_VX.csv,06/26/2007,V (Oct 07),16.0,16.5,16.0,16.5,16.44,0.37,286.0,0.0,2065.0
2007,10,17,112,CFE_V07_VX.csv,06/27/2007,V (Oct 07),16.59,16.59,15.81,15.81,15.84,-0.6,93.0,0.0,2128.0
2007,10,17,111,CFE_V07_VX.csv,06/28/2007,V (Oct 07),15.75,15.86,15.75,15.86,15.8,-0.04,21.0,0.0,2083.0
2007,10,17,110,CFE_V07_VX.csv,06/29/2007,V (Oct 07),15.74,16.39,15.72,16.39,16.41,0.61,341.0,0.0,2288.0
2007,10,17,107,CFE_V07_VX.csv,07/02/2007,V (Oct 07),16.12,16.12,15.97,16.05,16.07,-0.34,118.0,0.0,2369.0
2007,10,17,106,CFE_V07_VX.csv,07/03/2007,V (Oct 07),15.97,16.17,15.97,16.01,16.02,-0.05,168.0,0.0,2511.0
2007,10,17,104,CFE_V07_VX.csv,07/05/2007,V (Oct 07),16.0,16.12,15.94,16.1,16.09,0.07,118.0,0.0,2587.0
2007,10,17,103,CFE_V07_VX.csv,07/06/2007,V (Oct 07),16.11,16.11,15.85,15.85,15.91,-0.18,199.0,0.0,2694.0
2007,10,17,100,CFE_V07_VX.csv,07/09/2007,V (Oct 07),16.02,16.06,15.94,16.06,16.03,0.12,221.0,0.0,2850.0
2007,10,17,99,CFE_V07_VX.csv,07/10/2007,V (Oct 07),16.16,16.66,16.16,16.66,16.68,0.65,118.0,0.0,2928.0
2007,10,17,98,CFE_V07_VX.csv,07/11/2007,V (Oct 07),16.71,16.74,16.59,16.74,16.73,0.05,218.0,0.0,3129.0
2007,10,17,97,CFE_V07_VX.csv,07/12/2007,V (Oct 07),16.56,16.65,16.4,16.49,16.58,-0.15,440.0,0.0,3720.0
2007,10,17,96,CFE_V07_VX.csv,07/13/2007,V (Oct 07),17.35,17.35,16.47,16.73,16.7,0.12,145.0,0.0,3734.0
2007,10,17,93,CFE_V07_VX.csv,07/16/2007,V (Oct 07),16.74,17.0,16.72,16.95,16.97,0.27,95.0,0.0,3748.0
2007,10,17,92,CFE_V07_VX.csv,07/17/2007,V (Oct 07),16.86,17.15,16.65,17.08,17.09,0.12,224.0,0.0,3832.0
2007,10,17,91,CFE_V07_VX.csv,07/18/2007,V (Oct 07),17.14,17.65,17.14,17.4,17.45,0.36,435.0,0.0,3952.0
2007,10,17,90,CFE_V07_VX.csv,07/19/2007,V (Oct 07),17.3,17.36,17.1,17.36,17.38,-0.07,1129.0,0.0,4548.0
2007,10,17,89,CFE_V07_VX.csv,07/20/2007,V (Oct 07),17.48,17.9,17.48,17.83,17.82,0.44,595.0,0.0,4813.0
2007,10,17,86,CFE_V07_VX.csv,07/23/2007,V (Oct 07),17.77,17.79,17.5,17.65,17.67,-0.15,368.0,0.0,5306.0
2007,10,17,85,CFE_V07_VX.csv,07/24/2007,V (Oct 07),17.84,18.51,17.84,18.38,18.26,0.59,282.0,0.0,5265.0
2007,10,17,84,CFE_V07_VX.csv,07/25/2007,V (Oct 07),18.0,18.6,17.92,18.27,18.27,0.01,184.0,0.0,5312.0
2007,10,17,83,CFE_V07_VX.csv,07/26/2007,V (Oct 07),18.73,19.49,18.73,19.45,19.37,1.1,1001.0,0.0,5954.0
2007,10,17,82,CFE_V07_VX.csv,07/27/2007,V (Oct 07),19.27,19.79,19.01,19.66,19.73,0.36,1145.0,0.0,6676.0
2007,10,17,79,CFE_V07_VX.csv,07/30/2007,V (Oct 07),19.51,19.78,19.2,19.3,19.34,-0.39,619.0,0.0,6084.0
2007,10,17,78,CFE_V07_VX.csv,07/31/2007,V (Oct 07),19.22,20.91,18.96,20.85,21.1,1.76,535.0,0.0,6271.0
2007,10,17,77,CFE_V07_VX.csv,08/01/2007,V (Oct 07),20.71,22.08,20.41,21.15,21.16,0.06,4005.0,0.0,9120.0
2007,10,17,76,CFE_V07_VX.csv,08/02/2007,V (Oct 07),20.5,20.8,20.43,20.51,20.58,-0.58,565.0,0.0,9111.0
2007,10,17,75,CFE_V07_VX.csv,08/03/2007,V (Oct 07),20.75,21.98,20.6,21.98,22.0,1.42,1008.0,0.0,8819.0
2007,10,17,72,CFE_V07_VX.csv,08/06/2007,V (Oct 07),21.9,22.65,21.2,21.24,21.3,-0.7,2872.0,0.0,7817.0
2007,10,17,71,CFE_V07_VX.csv,08/07/2007,V (Oct 07),21.61,21.61,20.17,20.17,20.26,-1.04,1547.0,0.0,7957.0
2007,10,17,70,CFE_V07_VX.csv,08/08/2007,V (Oct 07),19.95,20.55,19.18,20.05,20.13,-0.13,1020.0,0.0,9763.0
2007,10,17,69,CFE_V07_VX.csv,08/09/2007,V (Oct 07),20.64,22.7,20.64,22.7,22.55,2.42,408.0,0.0,9187.0
2007,10,17,68,CFE_V07_VX.csv,08/10/2007,V (Oct 07),23.0,23.85,22.3,23.37,23.13,0.58,942.0,0.0,9445.0
2007,10,17,65,CFE_V07_VX.csv,08/13/2007,V (Oct 07),21.88,21.98,21.31,21.53,21.71,-1.42,112.0,0.0,9512.0
2007,10,17,64,CFE_V07_VX.csv,08/14/2007,V (Oct 07),21.6,22.82,21.6,22.7,22.63,0.92,679.0,0.0,9771.0
2007,10,17,63,CFE_V07_VX.csv,08/15/2007,V (Oct 07),23.09,23.09,21.7,22.45,22.81,0.18,188.0,0.0,9777.0
2007,10,17,62,CFE_V07_VX.csv,08/16/2007,V (Oct 07),23.3,24.74,23.0,23.83,23.5,0.69,205.0,0.0,8531.0
2007,10,17,61,CFE_V07_VX.csv,08/17/2007,V (Oct 07),21.35,24.13,21.35,23.9,23.89,0.39,519.0,0.0,10144.0
2007,10,17,58,CFE_V07_VX.csv,08/20/2007,V (Oct 07),23.07,23.55,22.4,22.58,22.39,-1.5,95.0,0.0,10143.0
2007,10,17,57,CFE_V07_VX.csv,08/21/2007,V (Oct 07),22.49,23.0,21.88,22.05,22.2,-0.19,195.0,0.0,10108.0
2007,10,17,56,CFE_V07_VX.csv,08/22/2007,V (Oct 07),21.95,22.1,21.28,21.66,21.73,-0.47,250.0,0.0,10165.0
2007,10,17,55,CFE_V07_VX.csv,08/23/2007,V (Oct 07),21.41,22.4,21.21,22.1,22.07,0.34,638.0,50.0,10530.0
2007,10,17,54,CFE_V07_VX.csv,08/24/2007,V (Oct 07),21.67,22.2,21.4,21.4,21.29,-0.78,695.0,139.0,10825.0
2007,10,17,51,CFE_V07_VX.csv,08/27/2007,V (Oct 07),21.67,22.2,21.57,22.2,22.29,1.0,198.0,0.0,10401.0
2007,10,17,50,CFE_V07_VX.csv,08/28/2007,V (Oct 07),22.58,24.3,22.53,24.29,24.16,1.87,425.0,50.0,10459.0
2007,10,17,49,CFE_V07_VX.csv,08/29/2007,V (Oct 07),23.54,24.1,23.22,23.26,23.32,-0.84,425.0,0.0,10464.0
2007,10,17,48,CFE_V07_VX.csv,08/30/2007,V (Oct 07),24.01,24.01,23.0,23.5,23.41,0.09,355.0,0.0,10501.0
2007,10,17,47,CFE_V07_VX.csv,08/31/2007,V (Oct 07),22.8,23.1,22.2,22.54,22.7,-0.71,201.0,0.0,10586.0
2007,10,17,43,CFE_V07_VX.csv,09/04/2007,V (Oct 07),22.7,22.7,21.57,22.0,21.87,-0.83,362.0,0.0,10531.0
2007,10,17,42,CFE_V07_VX.csv,09/05/2007,V (Oct 07),22.46,23.39,22.4,23.06,23.06,1.19,337.0,0.0,10513.0
2007,10,17,41,CFE_V07_VX.csv,09/06/2007,V (Oct 07),23.0,23.12,22.75,22.92,22.89,-0.17,1541.0,0.0,11665.0
2007,10,17,40,CFE_V07_VX.csv,09/07/2007,V (Oct 07),24.0,24.5,23.72,24.2,24.1,1.21,356.0,0.0,11777.0
2007,10,17,37,CFE_V07_VX.csv,09/10/2007,V (Oct 07),24.17,25.24,23.6,24.51,24.67,0.57,424.0,0.0,11842.0
2007,10,17,36,CFE_V07_VX.csv,09/11/2007,V (Oct 07),24.5,24.5,23.51,23.51,23.62,-1.05,343.0,0.0,11991.0
2007,10,17,35,CFE_V07_VX.csv,09/12/2007,V (Oct 07),23.89,24.08,23.55,23.88,23.88,0.26,774.0,0.0,12512.0
2007,10,17,34,CFE_V07_VX.csv,09/13/2007,V (Oct 07),23.51,23.98,23.44,23.71,23.76,-0.12,755.0,0.0,12499.0
2007,10,17,33,CFE_V07_VX.csv,09/14/2007,V (Oct 07),24.19,24.45,23.76,23.76,23.78,0.02,781.0,0.0,12483.0
2007,10,17,30,CFE_V07_VX.csv,09/17/2007,V (Oct 07),24.29,24.58,24.15,24.32,24.34,0.56,758.0,0.0,12861.0
2007,10,17,29,CFE_V07_VX.csv,09/18/2007,V (Oct 07),24.15,24.24,19.85,21.4,21.39,-2.95,2338.0,0.0,13919.0
2007,10,17,28,CFE_V07_VX.csv,09/19/2007,V (Oct 07),20.99,21.32,20.18,20.62,20.57,-0.82,3128.0,0.0,15156.0
2007,10,17,27,CFE_V07_VX.csv,09/20/2007,V (Oct 07),20.61,21.21,20.04,20.8,20.82,0.25,2494.0,0.0,15755.0
2007,10,17,26,CFE_V07_VX.csv,09/21/2007,V (Oct 07),20.45,20.49,19.88,19.9,19.87,-0.95,1791.0,0.0,16346.0
2007,10,17,23,CFE_V07_VX.csv,09/24/2007,V (Oct 07),19.76,19.88,19.2,19.69,19.71,-0.16,1559.0,0.0,17140.0
2007,10,17,22,CFE_V07_VX.csv,09/25/2007,V (Oct 07),20.25,20.25,19.71,19.9,19.88,0.17,1169.0,25.0,16891.0
2007,10,17,21,CFE_V07_VX.csv,09/26/2007,V (Oct 07),19.58,19.58,18.76,19.05,19.03,-0.85,1247.0,0.0,17361.0
2007,10,17,20,CFE_V07_VX.csv,09/27/2007,V (Oct 07),18.64,18.99,18.63,18.76,18.72,-0.31,938.0,0.0,17870.0
2007,10,17,19,CFE_V07_VX.csv,09/28/2007,V (Oct 07),18.8,19.25,18.53,18.9,18.92,0.2,2002.0,100.0,19092.0
2007,10,17,16,CFE_V07_VX.csv,10/01/2007,V (Oct 07),18.96,19.0,18.02,18.45,18.43,-0.49,811.0,100.0,19109.0
2007,10,17,15,CFE_V07_VX.csv,10/02/2007,V (Oct 07),18.35,19.26,18.28,18.94,18.92,0.49,1634.0,0.0,18985.0
2007,10,17,14,CFE_V07_VX.csv,10/03/2007,V (Oct 07),19.1,19.43,18.97,19.1,19.1,0.18,1131.0,0.0,18623.0
2007,10,17,13,CFE_V07_VX.csv,10/04/2007,V (Oct 07),18.95,19.32,18.75,19.29,19.26,0.16,482.0,0.0,18672.0
2007,10,17,12,CFE_V07_VX.csv,10/05/2007,V (Oct 07),18.7,18.7,17.55,17.9,17.93,-1.33,2508.0,300.0,18700.0
2007,10,17,9,CFE_V07_VX.csv,10/08/2007,V (Oct 07),18.05,18.52,18.05,18.2,18.2,0.27,614.0,0.0,18356.0
2007,10,17,8,CFE_V07_VX.csv,10/09/2007,V (Oct 07),18.0,18.0,16.91,17.0,17.06,-1.14,937.0,0.0,18915.0
2007,10,17,7,CFE_V07_VX.csv,10/10/2007,V (Oct 07),17.11,17.49,17.11,17.3,17.31,0.25,1241.0,0.0,18409.0
2007,10,17,6,CFE_V07_VX.csv,10/11/2007,V (Oct 07),16.98,18.9,16.53,18.5,18.53,1.22,1596.0,0.0,18784.0
2007,10,17,5,CFE_V07_VX.csv,10/12/2007,V (Oct 07),18.49,18.49,17.75,17.91,17.95,-0.58,1627.0,0.0,18961.0
2007,10,17,2,CFE_V07_VX.csv,10/15/2007,V (Oct 07),17.95,19.66,17.83,19.13,19.17,1.22,4277.0,0.0,20032.0
2007,10,17,1,CFE_V07_VX.csv,10/16/2007,V (Oct 07),19.84,20.3,19.42,20.0,20.03,0.86,7083.0,52.0,19289.0
2007,10,17,0,CFE_V07_VX.csv,10/17/2007,V (Oct 07),0.0,0.0,0.0,0.0,18.33,-1.7,0.0,0.0,16423.0
2007,11,21,365,CFE_X07_VX.csv,11/21/2006,X (Nov 07),0.0,0.0,0.0,0.0,155.8,0.0,0.0,0.0,0.0
2007,11,21,364,CFE_X07_VX.csv,11/22/2006,X (Nov 07),157.0,158.5,157.0,158.5,158.7,2.9,31.0,0.0,31.0
2007,11,21,362,CFE_X07_VX.csv,11/24/2006,X (Nov 07),159.4,160.0,159.4,159.5,159.4,0.7,40.0,0.0,71.0
2007,11,21,359,CFE_X07_VX.csv,11/27/2006,X (Nov 07),160.8,160.8,160.8,160.8,161.0,1.6,5.0,0.0,76.0
2007,11,21,358,CFE_X07_VX.csv,11/28/2006,X (Nov 07),160.5,160.5,160.2,160.2,160.0,-1.0,13.0,0.0,89.0
2007,11,21,357,CFE_X07_VX.csv,11/29/2006,X (Nov 07),159.5,159.5,158.3,158.4,159.0,-1.0,61.0,0.0,137.0
2007,11,21,356,CFE_X07_VX.csv,11/30/2006,X (Nov 07),157.9,157.9,157.9,157.9,158.7,-0.3,25.0,0.0,152.0
2007,11,21,355,CFE_X07_VX.csv,12/01/2006,X (Nov 07),0.0,0.0,0.0,0.0,158.6,-0.1,0.0,0.0,147.0
2007,11,21,352,CFE_X07_VX.csv,12/04/2006,X (Nov 07),158.2,159.0,158.2,158.5,158.3,-0.3,5.0,0.0,152.0
2007,11,21,351,CFE_X07_VX.csv,12/05/2006,X (Nov 07),158.7,158.7,158.5,158.5,158.6,0.3,6.0,0.0,158.0
2007,11,21,350,CFE_X07_VX.csv,12/06/2006,X (Nov 07),159.6,159.6,159.6,159.6,159.6,1.0,10.0,0.0,148.0
2007,11,21,349,CFE_X07_VX.csv,12/07/2006,X (Nov 07),159.0,160.4,159.0,160.4,160.3,0.7,10.0,0.0,152.0
2007,11,21,348,CFE_X07_VX.csv,12/08/2006,X (Nov 07),0.0,0.0,0.0,0.0,159.3,-1.0,0.0,0.0,142.0
2007,11,21,345,CFE_X07_VX.csv,12/11/2006,X (Nov 07),159.0,159.0,159.0,159.0,158.9,-0.4,10.0,0.0,145.0
2007,11,21,344,CFE_X07_VX.csv,12/12/2006,X (Nov 07),159.0,159.0,158.5,158.5,159.1,0.2,13.0,0.0,148.0
2007,11,21,343,CFE_X07_VX.csv,12/13/2006,X (Nov 07),0.0,0.0,0.0,0.0,158.6,-0.5,0.0,0.0,145.0
2007,11,21,342,CFE_X07_VX.csv,12/14/2006,X (Nov 07),158.0,158.2,158.0,158.2,158.3,-0.3,18.0,0.0,145.0
2007,11,21,341,CFE_X07_VX.csv,12/15/2006,X (Nov 07),159.0,159.5,158.0,158.0,159.1,0.8,15.0,0.0,168.0
2007,11,21,338,CFE_X07_VX.csv,12/18/2006,X (Nov 07),160.0,160.0,160.0,160.0,160.2,1.1,11.0,0.0,168.0
2007,11,21,337,CFE_X07_VX.csv,12/19/2006,X (Nov 07),160.2,160.5,160.2,160.2,160.2,0.0,26.0,0.0,194.0
2007,11,21,336,CFE_X07_VX.csv,12/20/2006,X (Nov 07),160.2,160.2,160.2,160.2,160.5,0.3,11.0,0.0,189.0
2007,11,21,335,CFE_X07_VX.csv,12/21/2006,X (Nov 07),0.0,0.0,0.0,0.0,160.7,0.2,0.0,0.0,178.0
2007,11,21,334,CFE_X07_VX.csv,12/22/2006,X (Nov 07),0.0,0.0,0.0,0.0,161.2,0.5,0.0,0.0,178.0
2007,11,21,330,CFE_X07_VX.csv,12/26/2006,X (Nov 07),160.5,160.5,160.5,160.5,161.1,-0.1,10.0,0.0,178.0
2007,11,21,329,CFE_X07_VX.csv,12/27/2006,X (Nov 07),161.4,161.4,161.1,161.1,161.2,0.1,10.0,0.0,178.0
2007,11,21,328,CFE_X07_VX.csv,12/28/2006,X (Nov 07),162.0,162.0,162.0,162.0,162.5,1.3,15.0,0.0,193.0
2007,11,21,327,CFE_X07_VX.csv,12/29/2006,X (Nov 07),162.5,163.0,162.5,163.0,163.1,0.6,12.0,0.0,220.0
2007,11,21,322,CFE_X07_VX.csv,01/03/2007,X (Nov 07),0.0,0.0,0.0,0.0,163.1,0.0,0.0,0.0,220.0
2007,11,21,321,CFE_X07_VX.csv,01/04/2007,X (Nov 07),163.5,163.5,163.1,163.1,162.6,-0.2,11.0,0.0,227.0
2007,11,21,320,CFE_X07_VX.csv,01/05/2007,X (Nov 07),163.3,163.5,163.0,163.0,163.0,0.4,29.0,0.0,233.0
2007,11,21,317,CFE_X07_VX.csv,01/08/2007,X (Nov 07),162.5,162.5,162.5,162.5,163.1,0.1,7.0,0.0,240.0
2007,11,21,316,CFE_X07_VX.csv,01/09/2007,X (Nov 07),162.5,163.6,161.9,162.5,162.3,-0.8,114.0,0.0,328.0
2007,11,21,315,CFE_X07_VX.csv,01/10/2007,X (Nov 07),0.0,0.0,0.0,0.0,162.1,-0.2,0.0,0.0,327.0
2007,11,21,314,CFE_X07_VX.csv,01/11/2007,X (Nov 07),160.5,160.5,160.0,160.0,160.5,-1.6,11.0,0.0,338.0
2007,11,21,313,CFE_X07_VX.csv,01/12/2007,X (Nov 07),161.0,161.0,159.4,159.4,159.5,-1.0,43.0,0.0,364.0
2007,11,21,309,CFE_X07_VX.csv,01/16/2007,X (Nov 07),160.0,160.0,159.5,159.5,159.2,-0.3,9.0,0.0,363.0
2007,11,21,308,CFE_X07_VX.csv,01/17/2007,X (Nov 07),159.0,160.0,157.9,158.0,158.6,-0.6,103.0,0.0,447.0
2007,11,21,307,CFE_X07_VX.csv,01/18/2007,X (Nov 07),158.5,158.5,157.5,157.5,157.5,-1.1,22.0,0.0,449.0
2007,11,21,306,CFE_X07_VX.csv,01/19/2007,X (Nov 07),157.5,157.5,156.6,157.4,157.0,-0.5,21.0,0.0,463.0
2007,11,21,303,CFE_X07_VX.csv,01/22/2007,X (Nov 07),157.0,157.5,157.0,157.0,156.7,-0.3,51.0,0.0,547.0
2007,11,21,302,CFE_X07_VX.csv,01/23/2007,X (Nov 07),156.7,156.7,154.7,155.5,155.5,-1.2,75.0,0.0,613.0
2007,11,21,301,CFE_X07_VX.csv,01/24/2007,X (Nov 07),154.7,155.0,154.5,154.5,154.6,-0.9,25.0,0.0,601.0
2007,11,21,300,CFE_X07_VX.csv,01/25/2007,X (Nov 07),155.1,155.7,154.5,155.5,155.1,0.5,108.0,0.0,642.0
2007,11,21,299,CFE_X07_VX.csv,01/26/2007,X (Nov 07),155.5,155.5,155.5,155.5,155.3,0.2,5.0,0.0,647.0
2007,11,21,296,CFE_X07_VX.csv,01/29/2007,X (Nov 07),155.8,155.8,155.0,155.0,155.2,-0.1,21.0,0.0,658.0
2007,11,21,295,CFE_X07_VX.csv,01/30/2007,X (Nov 07),154.7,155.3,154.7,155.3,154.9,-0.3,12.0,0.0,670.0
2007,11,21,294,CFE_X07_VX.csv,01/31/2007,X (Nov 07),156.1,156.1,153.8,154.0,153.4,-1.5,119.0,0.0,768.0
2007,11,21,293,CFE_X07_VX.csv,02/01/2007,X (Nov 07),153.0,153.8,152.7,153.0,153.1,-0.3,88.0,0.0,806.0
2007,11,21,292,CFE_X07_VX.csv,02/02/2007,X (Nov 07),153.6,153.6,153.0,153.0,152.8,-0.3,24.0,0.0,805.0
2007,11,21,289,CFE_X07_VX.csv,02/05/2007,X (Nov 07),153.5,153.5,153.0,153.0,152.6,-0.2,33.0,0.0,841.0
2007,11,21,288,CFE_X07_VX.csv,02/06/2007,X (Nov 07),152.3,152.3,152.0,152.0,151.9,-0.7,11.0,0.0,839.0
2007,11,21,287,CFE_X07_VX.csv,02/07/2007,X (Nov 07),151.9,152.2,151.5,151.5,151.6,-0.3,58.0,0.0,896.0
2007,11,21,286,CFE_X07_VX.csv,02/08/2007,X (Nov 07),153.0,153.0,151.8,151.8,151.7,0.1,101.0,0.0,947.0
2007,11,21,285,CFE_X07_VX.csv,02/09/2007,X (Nov 07),151.5,152.9,151.5,152.1,152.6,0.9,189.0,0.0,1106.0
2007,11,21,282,CFE_X07_VX.csv,02/12/2007,X (Nov 07),153.0,153.0,152.5,152.5,152.8,0.2,76.0,0.0,1165.0
2007,11,21,281,CFE_X07_VX.csv,02/13/2007,X (Nov 07),151.8,152.0,151.0,151.0,151.0,-1.8,83.0,0.0,1193.0
2007,11,21,280,CFE_X07_VX.csv,02/14/2007,X (Nov 07),151.3,152.1,151.0,151.5,151.6,0.6,334.0,0.0,1402.0
2007,11,21,279,CFE_X07_VX.csv,02/15/2007,X (Nov 07),151.1,151.1,150.2,150.5,150.8,-0.8,185.0,0.0,1573.0
2007,11,21,278,CFE_X07_VX.csv,02/16/2007,X (Nov 07),150.9,150.9,150.2,150.5,150.4,-0.4,113.0,0.0,1634.0
2007,11,21,274,CFE_X07_VX.csv,02/20/2007,X (Nov 07),149.5,149.5,149.5,149.5,149.4,-1.0,8.0,0.0,1634.0
2007,11,21,273,CFE_X07_VX.csv,02/21/2007,X (Nov 07),149.0,149.0,146.0,146.5,146.3,-3.1,274.0,0.0,1885.0
2007,11,21,272,CFE_X07_VX.csv,02/22/2007,X (Nov 07),145.55,146.9,145.5,146.9,146.0,-0.3,219.0,0.0,1896.0
2007,11,21,271,CFE_X07_VX.csv,02/23/2007,X (Nov 07),147.3,147.8,147.3,147.8,147.2,1.2,2.0,0.0,1842.0
2007,11,21,268,CFE_X07_VX.csv,02/26/2007,X (Nov 07),147.7,147.7,147.0,147.0,146.8,-0.4,75.0,0.0,1723.0
2007,11,21,267,CFE_X07_VX.csv,02/27/2007,X (Nov 07),148.1,154.0,148.1,150.0,151.5,4.7,91.0,0.0,1759.0
2007,11,21,266,CFE_X07_VX.csv,02/28/2007,X (Nov 07),152.0,152.0,147.8,149.3,149.5,-2.0,75.0,0.0,1740.0
2007,11,21,265,CFE_X07_VX.csv,03/01/2007,X (Nov 07),153.0,153.0,148.0,151.0,150.0,0.5,38.0,0.0,1746.0
2007,11,21,264,CFE_X07_VX.csv,03/02/2007,X (Nov 07),150.0,152.0,147.9,152.0,151.5,1.5,12.0,0.0,1754.0
2007,11,21,261,CFE_X07_VX.csv,03/05/2007,X (Nov 07),148.7,150.0,148.7,149.8,150.3,-1.2,248.0,0.0,1946.0
2007,11,21,260,CFE_X07_VX.csv,03/06/2007,X (Nov 07),148.9,149.0,147.9,147.9,146.5,-3.8,725.0,0.0,2434.0
2007,11,21,259,CFE_X07_VX.csv,03/07/2007,X (Nov 07),145.2,146.2,145.0,146.2,145.6,-0.9,14.0,0.0,2214.0
2007,11,21,258,CFE_X07_VX.csv,03/08/2007,X (Nov 07),145.6,146.0,145.3,145.6,145.9,0.3,75.0,0.0,2405.0
2007,11,21,257,CFE_X07_VX.csv,03/09/2007,X (Nov 07),145.4,145.4,144.0,144.0,144.4,-1.5,648.0,0.0,3034.0
2007,11,21,254,CFE_X07_VX.csv,03/12/2007,X (Nov 07),144.1,144.1,144.0,144.0,143.9,-0.5,2.0,0.0,2939.0
2007,11,21,253,CFE_X07_VX.csv,03/13/2007,X (Nov 07),144.0,145.5,144.0,145.2,145.6,1.7,22.0,0.0,2950.0
2007,11,21,252,CFE_X07_VX.csv,03/14/2007,X (Nov 07),147.9,147.9,146.2,147.5,147.5,1.9,17.0,0.0,2958.0
2007,11,21,251,CFE_X07_VX.csv,03/15/2007,X (Nov 07),0.0,0.0,0.0,0.0,146.7,-0.8,0.0,0.0,2958.0
2007,11,21,250,CFE_X07_VX.csv,03/16/2007,X (Nov 07),148.0,149.2,148.0,149.0,148.5,1.8,30.0,0.0,2776.0
2007,11,21,247,CFE_X07_VX.csv,03/19/2007,X (Nov 07),147.9,148.0,147.9,148.0,148.2,-0.3,23.0,0.0,2766.0
2007,11,21,246,CFE_X07_VX.csv,03/20/2007,X (Nov 07),147.0,147.5,146.5,147.5,147.2,-1.0,25.0,0.0,2752.0
2007,11,21,245,CFE_X07_VX.csv,03/21/2007,X (Nov 07),146.7,147.0,145.5,145.5,145.5,-1.7,26.0,0.0,2730.0
2007,11,21,244,CFE_X07_VX.csv,03/22/2007,X (Nov 07),0.0,0.0,0.0,0.0,145.7,0.2,0.0,0.0,2745.0
2007,11,21,243,CFE_X07_VX.csv,03/23/2007,X (Nov 07),0.0,0.0,0.0,0.0,145.2,-0.5,0.0,0.0,2745.0
2007,11,21,240,CFE_X07_VX.csv,03/26/2007,X (Nov 07),14.7,14.7,14.55,14.55,14.54,-130.66,90.0,0.0,2755.0
2007,11,21,239,CFE_X07_VX.csv,03/27/2007,X (Nov 07),0.0,0.0,0.0,0.0,14.59,0.05,0.0,0.0,2755.0
